390,206
558,274
716,286
207,299
773,354
728,361
313,467
678,489
721,572
752,572
568,585
750,612
172,617
324,152
479,178
543,193
186,242
233,248
507,262
226,268
774,269
149,275
244,287
417,356
987,577
732,589
322,634
799,361
802,383
772,383
782,407
811,426
835,429
732,430
800,432
816,437
764,439
789,440
779,458
677,464
703,490
866,496
759,497
839,501
827,513
666,522
913,527
891,531
789,531
925,543
790,544
761,547
805,554
766,557
788,569
950,570
810,571
962,573
893,574
783,579
799,583
640,586
950,588
654,597
947,604
924,605
905,605
672,606
929,609
643,611
943,612
836,613
912,620
781,621
793,623
831,512
926,549
928,602
793,361
768,376
790,386
774,412
813,422
835,424
807,435
763,435
786,437
783,439
680,468
752,475
777,487
860,489
696,490
844,501
755,506
883,513
659,520
785,529
785,547
804,551
759,557
788,565
897,572
813,575
638,580
788,582
649,599
884,602
641,607
772,621
797,634
