41,0,3218,993
41,0,3487,1237
41,0,3058,1246
41,0,3429,1329
41,0,3106,1544
41,0,2740,1577
41,0,3360,1638
41,0,3314,1815
41,0,2915,1836
41,0,2776,1968
41,0,3257,2090
41,0,2570,2170
41,0,2294,2315
41,0,3109,2349
41,0,2749,2516
41,2,3528,1162
41,2,3357,1167
41,2,3507,1172
41,2,3178,1174
41,2,3531,1189
41,2,3211,1236
41,2,3337,1244
41,2,3420,1257
41,2,3300,1264
41,2,3065,1319
41,2,3381,1363
41,2,3205,1364
41,2,3421,1371
41,2,3502,1375
41,2,3467,1380
41,2,3436,1383
41,2,3453,1390
41,2,3248,1432
41,2,3459,1448
41,2,3397,1451
41,2,3359,1496
41,2,3299,1541
41,2,3241,1661
41,2,3293,1672
41,2,3050,1673
41,2,2996,1702
41,2,3056,1704
41,2,3329,1704
41,2,3297,1718
41,2,3263,1728
41,2,3308,1736
41,2,3177,1737
41,2,3272,1782
41,2,3202,1788
41,2,3164,1791
41,2,3029,1798
41,2,3146,1842
41,2,3247,1844
41,2,3203,1883
41,2,3290,1901
41,2,3244,1905
41,2,3135,1909
41,2,3257,1929
41,2,3069,1979
41,2,3193,1986
41,2,3244,1989
41,2,3136,1992
41,2,3167,2014
41,2,3038,2026
41,2,3194,2030
41,2,3128,2033
41,2,3158,2062
41,2,3048,2084
41,2,3184,2084
41,2,3174,2113
41,2,3119,2140
41,2,2919,2182
41,2,3181,2186
41,2,2958,2190
41,2,3054,2211
41,2,3132,2221
41,2,2979,2231
41,2,3075,2252
41,2,3168,2264
41,2,2910,2278
41,2,3109,2280
41,2,3142,2303
41,2,2842,2306
41,2,3046,2309
41,2,2934,2330
41,2,3156,2332
41,2,2887,2359
41,2,3056,2370
41,2,2959,2377
41,2,3000,2382
41,2,2975,2432
41,2,3044,2440
41,2,2949,2464
41,2,2999,2469
41,2,2975,2480
41,2,2941,2491
41,2,3051,2497
41,2,2982,2534
41,2,3049,2548
41,2,2960,2561
41,3,3485,1170
41,3,3367,1226
41,3,3414,1290
41,3,3388,1392
41,3,3424,1406
41,3,3486,1422
41,3,3425,1481
41,3,3267,1638
41,3,3199,1841
41,3,3189,1920
41,3,3294,1934
41,3,3020,2027
41,3,3118,2194
41,3,3144,2196
41,3,2945,2235
41,3,3015,2240
41,3,3081,2421
41,3,2922,2514
41,4,3112,1191
41,4,3181,1208
41,4,3126,1218
41,4,3219,1265
41,4,3063,1296
41,4,3030,1312
41,4,3057,1424
41,4,3370,1424
41,4,3206,1438
41,4,3338,1482
41,4,3279,1538
41,4,3259,1687
41,4,3239,1721
41,4,3155,1742
41,4,3206,1758
41,4,3271,1758
41,4,3135,1783
41,4,3021,1830
41,4,3230,1840
41,4,3275,1858
41,4,3127,1869
41,4,3097,1892
41,4,3179,1894
41,4,3229,1917
41,4,3152,1936
41,4,3186,1961
41,4,3106,1975
41,4,3259,1981
41,4,2271,2009
41,4,3197,2013
41,4,3185,2015
41,4,3052,2036
41,4,2490,2038
41,4,3084,2044
41,4,2343,2048
41,4,3142,2049
41,4,3131,2067
41,4,3087,2088
41,4,2500,2094
41,4,3050,2101
41,4,3113,2113
41,4,3145,2113
41,4,3101,2201
41,4,3111,2221
41,4,3173,2248
41,4,3009,2297
41,4,3035,2357
41,4,3011,2364
41,4,2940,2369
41,4,2780,2373
41,4,2969,2410
41,4,3028,2422
41,4,2987,2477
41,4,3038,2484
41,4,3015,2499
41,4,2971,2509
41,4,2913,2521
41,4,2832,2530
41,4,2977,2576
42,0,4877,317
42,0,4274,466
42,0,4338,1511
42,0,4456,1625
42,0,4817,1884
42,0,4974,1930
42,0,4940,2506
42,1,3653,1449
42,1,4336,1605
42,1,4011,1641
42,1,3617,1715
42,2,4198,569
42,2,4604,1552
42,2,4421,1590
42,2,4219,1624
42,2,4139,1629
42,2,3782,1632
42,2,4388,1635
42,2,4198,1644
42,2,4318,1658
42,2,3831,1686
42,3,4175,546
43,0,2725,1002
43,0,2528,1060
43,0,2258,1288
43,0,2862,1366
43,0,2516,1409
43,0,2722,1483
43,0,2198,1615
43,0,2466,1860
43,0,2685,2211
43,0,3356,2270
43,0,2517,2271
43,0,3589,2365
43,0,2585,2378
43,0,2789,2443
43,0,2354,2637
43,0,3446,2693
43,0,3221,2738
43,0,2925,2740
43,0,2500,2784
43,0,3712,2802
43,0,3325,2808
43,0,1941,2818
43,0,3440,2851
43,0,2360,3014
43,0,2860,3077
43,0,2637,3115
43,0,3295,3268
43,0,3366,3405
43,1,2708,1034
43,1,1818,2212
43,1,3801,3125
43,1,2998,3583
43,2,2807,1037
43,2,2809,1090
43,2,2785,1171
43,2,2526,1188
43,2,2890,1197
43,2,2691,1226
43,2,2710,1229
43,2,2590,1231
43,2,2671,1231
43,2,2792,1238
43,2,2684,1251
43,2,2518,1252
43,2,2741,1254
43,2,2578,1259
43,2,2813,1259
43,2,2754,1271
43,2,2726,1272
43,2,2493,1280
43,2,2622,1287
43,2,2696,1298
43,2,2497,1309
43,2,2699,1312
43,2,2758,1323
43,2,2700,1326
43,2,2764,1336
43,2,2565,1338
43,2,2777,1345
43,2,2714,1404
43,2,2484,1425
43,2,3027,1436
43,2,2999,1460
43,2,2616,1470
43,2,2558,1499
43,2,2978,1499
43,2,2948,1521
43,2,2671,1528
43,2,2644,1542
43,2,2534,1546
43,2,2950,1557
43,2,2543,1563
43,2,2323,1593
43,2,2538,1601
43,2,2504,1607
43,2,2763,1607
43,2,2522,1609
43,2,2617,1613
43,2,2486,1624
43,2,2594,1625
43,2,2430,1627
43,2,2589,1636
43,2,2554,1659
43,2,2589,1682
43,2,2559,1689
43,2,2485,1714
43,2,2625,1727
43,2,2447,1737
43,2,2465,1737
43,2,2427,1745
43,2,2768,1749
43,2,2522,1752
43,2,2534,1789
43,2,2686,1792
43,2,2494,1793
43,2,2678,1825
43,2,2882,1825
43,2,2577,1834
43,2,2594,1845
43,2,2741,1872
43,2,2381,1905
43,2,2569,1924
43,2,2848,1941
43,2,2518,1968
43,2,2687,1995
43,2,2572,2006
43,2,2865,2072
43,2,2467,2082
43,2,2628,2084
43,2,2554,2097
43,2,2671,2125
43,2,2429,2132
43,2,2697,2150
43,2,2818,2157
43,2,2592,2172
43,2,2513,2175
43,2,2644,2190
43,2,2444,2207
43,2,2963,2212
43,2,2497,2222
43,2,3286,2240
43,2,2567,2242
43,2,2221,2245
43,2,3850,2248
43,2,2693,2252
43,2,2779,2261
43,2,3641,2263
43,2,3200,2265
43,2,3180,2270
43,2,3290,2276
43,2,3463,2278
43,2,2624,2289
43,2,2855,2288
43,2,2487,2289
43,2,3494,2290
43,2,3482,2302
43,2,3336,2309
43,2,3350,2316
43,2,3590,2318
43,2,2591,2320
43,2,3466,2324
43,2,3603,2337
43,2,3059,2340
43,2,3174,2349
43,2,2420,2354
43,2,2322,2357
43,2,2825,2361
43,2,3364,2362
43,2,3297,2365
43,2,2762,2370
43,2,3535,2375
43,2,2379,2379
43,2,2704,2382
43,2,3406,2382
43,2,2913,2387
43,2,2997,2392
43,2,2539,2399
43,2,3063,2400
43,2,2475,2401
43,2,3580,2414
43,2,2631,2419
43,2,3131,2419
43,2,2821,2433
43,2,4054,2439
43,2,2457,2440
43,2,3412,2450
43,2,2581,2453
43,2,2757,2453
43,2,4082,2454
43,2,2937,2455
43,2,2388,2469
43,2,3579,2469
43,2,3624,2470
43,2,3128,2470
43,2,3349,2474
43,2,3567,2473
43,2,2675,2478
43,2,4110,2480
43,2,3508,2482
43,2,2865,2484
43,2,2521,2486
43,2,3563,2491
43,2,2805,2493
43,2,3139,2494
43,2,3015,2496
43,2,2460,2512
43,2,2645,2520
43,2,2601,2521
43,2,2324,2529
43,2,3446,2531
43,2,2918,2532
43,2,2408,2535
43,2,3561,2534
43,2,3218,2542
43,2,2756,2543
43,2,3352,2543
43,2,3755,2544
43,2,3494,2554
43,2,2701,2562
43,2,3077,2563
43,2,2335,2567
43,2,3720,2568
43,2,2545,2571
43,2,2855,2576
43,2,3269,2580
43,2,3213,2581
43,2,2260,2585
43,2,2781,2589
43,2,2298,2590
43,2,3588,2589
43,2,2972,2593
43,2,3691,2601
43,2,3344,2604
43,2,3649,2605
43,2,2695,2613
43,2,2190,2614
43,2,2160,2620
43,2,2478,2621
43,2,3634,2622
