783,302
937,312
780,466
854,515
763,545
956,197
933,282
922,296
940,303
923,307
847,432
824,470
846,492
841,547
804,592
834,103
897,162
908,167
949,168
912,175
956,177
969,181
929,181
947,182
933,184
929,189
934,242
934,294
925,300
927,302
920,314
922,319
949,330
935,333
942,333
898,356
867,371
799,447
791,460
827,461
785,463
811,467
810,474
823,474
878,481
748,483
837,485
837,489
860,490
850,495
837,496
855,498
809,499
837,502
818,503
867,511
860,512
816,512
822,517
862,519
838,529
829,529
819,529
847,531
836,536
799,538
849,539
822,540
844,551
705,552
818,556
815,565
828,566
817,570
794,573
745,573
826,575
741,584
788,585
750,587
722,603
972,143
963,161
914,173
973,173
959,177
966,177
962,182
927,285
930,331
787,451
817,459
796,469
769,472
782,474
822,481
868,483
868,489
844,517
847,517
800,536
829,560
802,567
818,575
205,680
