550,202
510,214
456,260
578,275
508,284
549,299
444,326
498,375
542,446
677,458
508,458
725,477
522,480
563,493
475,532
696,544
650,553
590,553
505,562
749,566
671,567
392,569
694,575
476,608
577,621
532,629
665,660
680,687
547,208
367,446
767,631
605,723
567,209
567,220
562,236
510,240
583,241
543,247
547,248
523,248
539,248
564,250
542,252
508,252
553,253
520,254
568,254
556,256
550,256
503,258
529,260
544,262
504,264
545,265
557,267
545,267
558,269
518,270
561,271
548,283
501,287
611,290
605,294
528,296
516,302
601,302
595,307
539,308
534,311
511,312
595,314
513,315
469,321
512,323
505,324
558,324
509,325
528,325
502,328
524,328
490,328
523,330
515,335
523,339
516,341
502,346
530,348
494,350
497,350
490,352
559,353
509,353
511,361
542,362
503,362
541,368
582,368
520,370
524,372
553,378
481,384
518,388
575,392
508,397
542,403
519,405
578,418
498,420
530,421
515,423
539,429
490,430
544,434
569,435
523,438
507,439
534,442
493,445
598,446
504,448
663,452
518,452
448,453
777,454
544,454
561,456
735,457
646,457
642,458
664,459
699,460
530,462
576,462
502,462
705,462
703,465
673,466
676,467
725,468
523,468
700,469
727,472
617,472
641,474
488,475
469,476
570,476
679,477
666,477
557,478
714,479
480,480
546,481
688,481
588,482
605,483
512,484
618,484
500,485
723,487
531,488
632,488
569,491
818,492
496,492
689,494
521,495
556,495
824,495
593,495
482,498
723,498
732,498
631,498
676,499
720,499
540,500
830,501
708,501
578,501
509,502
719,503
566,503
634,503
609,504
496,507
534,509
525,509
469,510
696,511
589,511
486,512
719,511
650,513
556,513
677,513
758,513
705,515
545,517
621,517
471,518
751,518
514,519
576,520
660,521
649,521
456,522
561,523
464,523
724,523
600,523
745,525
675,526
737,526
544,527
442,528
436,529
500,529
734,529
446,529
729,530
721,531
707,531
541,533
642,534
498,534
618,534
669,534
454,535
593,535
442,536
584,536
561,536
727,536
526,537
466,538
460,538
674,538
448,538
689,540
645,540
605,541
613,542
740,543
455,544
494,546
666,546
436,546
575,546
586,547
510,547
536,549
597,549
443,550
713,551
437,555
549,555
718,557
725,558
451,558
613,559
653,559
473,559
588,561
572,561
623,561
741,562
618,563
587,564
439,564
604,566
682,566
754,570
561,571
513,572
545,573
532,573
472,573
590,573
617,573
599,576
465,577
545,581
644,582
583,583
606,585
562,585
525,587
658,587
628,589
508,589
554,590
739,592
744,592
594,593
582,593
572,595
614,598
550,598
539,598
733,599
663,600
646,601
473,603
664,603
727,604
507,604
531,606
564,607
663,608
483,609
505,610
593,611
629,613
575,613
613,613
516,616
567,616
590,620
636,620
559,620
493,623
507,624
584,628
476,630
463,630
608,631
651,633
638,634
503,635
627,636
525,638
549,641
594,641
536,641
496,643
676,646
638,647
507,648
606,648
583,649
646,652
622,653
656,656
593,660
636,664
624,668
688,669
581,671
652,673
598,674
605,675
647,680
619,681
631,681
589,681
668,682
562,686
626,689
613,690
580,690
650,692
600,696
695,699
619,703
625,707
636,715
662,721
647,728
670,731
459,192
541,203
524,206
540,207
535,208
565,213
565,216
561,217
558,242
549,245
583,245
574,249
544,253
582,254
527,261
707,263
568,277
609,291
609,294
604,301
599,311
473,323
502,350
507,401
523,407
486,421
486,443
714,459
669,468
708,486
579,492
463,546
568,549
463,551
722,557
738,560
716,562
731,564
645,587
741,597
498,609
500,622
518,625
693,668
688,676
620,707
640,717
517,275
527,298
474,303
515,306
469,313
534,315
487,325
560,328
560,350
546,357
520,361
505,365
523,365
579,371
521,373
551,382
485,383
514,389
571,393
516,405
539,406
575,420
519,421
535,422
498,424
494,428
589,436
542,439
570,439
564,445
496,445
569,446
596,450
515,452
540,453
557,460
572,461
475,464
536,469
641,469
527,470
620,471
682,471
713,474
564,476
688,476
491,477
703,477
662,478
562,479
586,479
544,479
680,479
691,479
723,484
479,486
496,486
648,486
596,491
526,492
630,492
689,492
572,494
499,495
477,496
673,496
606,496
509,498
555,499
518,500
703,504
537,504
577,505
629,506
501,507
664,507
563,507
646,507
698,509
674,510
559,511
593,511
530,512
481,513
534,514
549,515
650,516
625,517
707,519
645,520
711,520
635,521
604,522
678,524
515,524
661,525
710,526
447,526
563,526
488,529
651,530
669,531
567,533
645,534
620,536
596,537
687,537
544,537
515,538
529,540
677,540
517,541
561,542
617,543
649,545
497,545
663,546
739,547
607,548
507,551
533,552
552,552
650,557
597,560
609,560
574,564
558,564
679,566
562,566
605,567
514,568
546,569
587,572
597,573
613,574
526,579
580,581
542,584
520,588
625,590
596,594
472,599
542,600
511,603
609,603
642,605
527,605
560,607
592,608
544,608
487,610
540,611
571,614
625,618
564,619
513,619
555,623
634,624
587,624
504,625
511,631
610,634
655,635
500,640
629,640
533,644
545,646
526,648
586,648
603,652
621,655
599,656
603,657
636,661
591,664
621,668
601,675
578,675
642,683
621,685
589,685
616,688
559,690
663,693
583,694
625,695
598,700
611,709
660,724
