731,225
792,281
695,283
779,302
705,350
622,358
763,372
753,412
662,417
630,447
740,474
584,493
521,526
706,533
624,571
801,264
762,265
797,266
722,266
802,270
729,280
758,282
777,285
749,287
696,299
768,309
728,310
777,311
795,312
787,313
780,314
784,315
738,325
786,329
772,329
763,340
749,350
736,377
748,379
693,380
680,386
694,387
756,387
749,390
741,392
751,394
722,394
743,404
727,406
719,407
688,408
714,418
737,419
727,427
747,432
737,432
712,433
740,438
697,449
725,451
737,452
712,452
719,457
690,460
725,461
710,462
717,468
692,473
723,473
721,480
708,486
663,495
722,496
672,497
694,502
711,504
677,507
698,511
719,514
661,517
706,518
714,523
645,524
692,524
666,529
717,530
656,536
694,538
672,540
681,541
676,552
691,554
670,560
681,561
676,563
668,566
693,567
677,575
692,579
672,582
792,265
765,278
775,293
769,316
778,319
792,323
778,336
742,372
727,418
724,436
748,439
686,460
708,498
714,499
669,507
685,509
700,550
664,571
707,270
722,274
710,276
731,287
696,294
688,298
694,323
765,323
728,326
758,336
745,349
740,383
736,391
717,395
728,399
743,399
712,405
686,415
734,418
744,422
710,424
703,429
722,430
733,435
716,439
724,445
705,448
740,450
516,456
726,457
723,457
693,462
565,463
700,464
532,465
714,465
711,469
701,474
568,475
693,477
707,480
714,480
704,500
707,504
721,510
683,522
689,535
684,537
668,538
631,539
674,547
688,550
678,562
690,564
685,567
675,570
662,572
643,575
676,585
